timestamp,open,high,low,close,volume
2025-06-09 09:15:00,24602.17,24780.71,24572.86,24721.83,184765
2025-06-09 09:20:00,24721.83,24750.92,24549.99,24607.91,158194
2025-06-09 09:25:00,24607.91,24609.22,24602.5,24605.12,188156
2025-06-09 09:30:00,24605.12,24694.57,24591.05,24666.35,153929
2025-06-09 09:35:00,24666.35,24693.73,24662.61,24686.24,167804
2025-06-09 09:40:00,24686.24,24786.11,24670.43,24754.4,179047
2025-06-09 09:45:00,24754.4,24829.29,24742.76,24805.95,187885
2025-06-09 09:50:00,24805.95,24819.69,24728.46,24755.91,164359
2025-06-09 09:55:00,24755.91,24759.29,24740.56,24747.33,146197
2025-06-09 10:00:00,24747.33,24902.15,24722.38,24852.05,91202
2025-06-09 10:05:00,24852.05,24952.83,24836.1,24920.83,75946
2025-06-09 10:10:00,24920.83,25030.63,24903.38,24995.62,64912
2025-06-09 10:15:00,24995.62,25012.76,24897.86,24932.06,57441
2025-06-09 10:20:00,24932.06,25005.11,24920.72,24982.39,72393
2025-06-09 10:25:00,24982.39,24992.4,24927.36,24947.35,80691
2025-06-09 10:30:00,24947.35,24970.75,24812.09,24858.73,77685
2025-06-09 10:35:00,24858.73,24882.02,24724.15,24770.56,91477
2025-06-09 10:40:00,24770.56,24775.1,24770.35,24774.7,90519
2025-06-09 10:45:00,24774.7,24794.35,24661.86,24701.05,92596
2025-06-09 10:50:00,24701.05,24807.01,24684.22,24773.27,92508
2025-06-09 10:55:00,24773.27,24777.85,24773.08,24777.47,56004
2025-06-09 11:00:00,24777.47,24780.96,24756.51,24763.49,92494
2025-06-09 11:05:00,24763.49,24770.06,24724.12,24737.23,70276
2025-06-09 11:10:00,24737.23,24804.45,24726.04,24782.01,101350
2025-06-09 11:15:00,24782.01,24783.87,24781.71,24783.25,73934
2025-06-09 11:20:00,24783.25,24791.88,24731.5,24748.73,81087
2025-06-09 11:25:00,24748.73,24924.74,24719.45,24865.89,80280
2025-06-09 11:30:00,24865.89,24867.68,24855.14,24858.72,63297
2025-06-09 11:35:00,24858.72,24860.88,24845.79,24850.1,97041
2025-06-09 11:40:00,24850.1,24892.07,24843.11,24878.07,79532
2025-06-09 11:45:00,24878.07,24879.14,24871.62,24873.77,100839
2025-06-09 11:50:00,24873.77,24969.95,24857.75,24937.83,96521
2025-06-09 11:55:00,24937.83,24945.47,24892.05,24907.3,76219
2025-06-09 12:00:00,24907.3,24921.52,24822.04,24850.42,62296
2025-06-09 12:05:00,24850.42,24858.09,24804.41,24819.73,67332
2025-06-09 12:10:00,24819.73,24832.26,24744.63,24769.63,81354
2025-06-09 12:15:00,24769.63,24812.75,24762.45,24798.37,75014
2025-06-09 12:20:00,24798.37,24812.19,24796.06,24807.58,60202
2025-06-09 12:25:00,24807.58,24809.46,24807.27,24808.83,83672
2025-06-09 12:30:00,24808.83,24810.97,24796.04,24800.3,99469
2025-06-09 12:35:00,24800.3,24812.46,24798.28,24808.41,80171
2025-06-09 12:40:00,24808.41,24828.73,24805.02,24821.95,58027
2025-06-09 12:45:00,24821.95,24845.72,24817.99,24837.8,86598
2025-06-09 12:50:00,24837.8,24848.48,24773.72,24795.05,76227
2025-06-09 12:55:00,24795.05,24812.07,24792.22,24806.4,72083
2025-06-09 13:00:00,24806.4,24807.74,24798.33,24801.02,83152
2025-06-09 13:05:00,24801.02,24806.63,24767.36,24778.57,59608
2025-06-09 13:10:00,24778.57,24779.22,24774.66,24775.96,56138
2025-06-09 13:15:00,24775.96,24784.35,24774.57,24781.55,76378
2025-06-09 13:20:00,24781.55,24786.85,24749.78,24760.37,57235
2025-06-09 13:25:00,24760.37,24761.31,24754.73,24756.61,97053
2025-06-09 13:30:00,24756.61,24785.5,24751.79,24775.86,91023
2025-06-09 13:35:00,24775.86,24779.73,24752.68,24760.41,101368
2025-06-09 13:40:00,24760.41,24761.32,24760.25,24761.02,89459
2025-06-09 13:45:00,24761.02,24765.41,24760.28,24763.94,62638
2025-06-09 13:50:00,24763.94,24770.8,24762.8,24768.51,64992
2025-06-09 13:55:00,24768.51,24773.24,24740.16,24749.61,94133
2025-06-09 14:00:00,24749.61,24757.86,24697.67,24714.14,103433
2025-06-09 14:05:00,24714.14,24717.57,24691.07,24697.94,91558
2025-06-09 14:10:00,24697.94,24896.01,24664.57,24828.93,56817
2025-06-09 14:15:00,24828.93,24844.02,24735.93,24766.05,58701
2025-06-09 14:20:00,24766.05,24785.29,24648.24,24686.6,99832
2025-06-09 14:25:00,24686.6,24699.38,24607.48,24633.0,66311
2025-06-09 14:30:00,24633.0,24659.23,24628.21,24649.66,85615
2025-06-09 14:35:00,24649.66,24727.36,24636.31,24700.6,90524
2025-06-09 14:40:00,24700.6,24780.63,24686.86,24753.09,98048
2025-06-09 14:45:00,24753.09,24787.23,24746.99,24775.02,72126
2025-06-09 14:50:00,24775.02,24891.94,24755.14,24852.06,81904
2025-06-09 14:55:00,24852.06,24856.61,24822.3,24831.39,86988
2025-06-09 15:00:00,24831.39,24878.32,24823.15,24861.83,97454
2025-06-09 15:05:00,24861.83,24905.15,24854.2,24889.87,120155
2025-06-09 15:10:00,24889.87,24895.09,24856.07,24866.5,92130
2025-06-09 15:15:00,24866.5,24867.92,24855.51,24858.34,141153
2025-06-09 15:20:00,24858.34,24906.57,24849.9,24889.65,95846
2025-06-09 15:25:00,24889.65,24956.52,24878.09,24933.38,122989
2025-06-09 15:30:00,24933.38,24954.18,24806.2,24847.67,135298
2025-06-10 09:15:00,24847.67,24861.75,24765.71,24793.82,164202
2025-06-10 09:20:00,24793.82,24822.31,24625.6,24682.33,147443
2025-06-10 09:25:00,24682.33,24746.92,24671.98,24726.19,181008
2025-06-10 09:30:00,24726.19,24763.67,24720.77,24752.81,158750
2025-06-10 09:35:00,24752.81,24795.02,24746.61,24782.59,107551
2025-06-10 09:40:00,24782.59,24914.53,24761.46,24872.1,112088
2025-06-10 09:45:00,24872.1,24883.52,24808.61,24831.41,160561
2025-06-10 09:50:00,24831.41,24888.99,24822.64,24871.43,159655
2025-06-10 09:55:00,24871.43,24879.2,24829.8,24845.32,167279
2025-06-10 10:00:00,24845.32,24907.34,24835.82,24888.3,83059
2025-06-10 10:05:00,24888.3,24894.12,24858.35,24869.99,86321
2025-06-10 10:10:00,24869.99,24871.48,24866.03,24869.01,77968
2025-06-10 10:15:00,24869.01,24875.66,24834.08,24847.37,98501
2025-06-10 10:20:00,24847.37,24857.56,24791.23,24811.58,75618
2025-06-10 10:25:00,24811.58,24816.23,24788.63,24797.93,61138
2025-06-10 10:30:00,24797.93,24813.12,24796.22,24809.71,73054
2025-06-10 10:35:00,24809.71,24831.13,24686.28,24728.99,66349
2025-06-10 10:40:00,24728.99,24740.32,24666.0,24688.62,74709
2025-06-10 10:45:00,24688.62,24699.39,24628.95,24650.46,68731
2025-06-10 10:50:00,24650.46,24802.67,24625.95,24753.44,97636
2025-06-10 10:55:00,24753.44,24767.48,24674.2,24702.23,57021
2025-06-10 11:00:00,24702.23,24703.51,24694.55,24697.11,64379
2025-06-10 11:05:00,24697.11,24703.0,24661.76,24673.54,84105
2025-06-10 11:10:00,24673.54,24680.92,24629.26,24644.01,64630
2025-06-10 11:15:00,24644.01,24645.77,24633.45,24636.97,90651
2025-06-10 11:20:00,24636.97,24637.31,24634.94,24635.62,79446
2025-06-10 11:25:00,24635.62,24669.09,24630.04,24657.93,56296
2025-06-10 11:30:00,24657.93,24666.03,24609.37,24625.54,64419
2025-06-10 11:35:00,24625.54,24638.34,24623.41,24634.07,75640
2025-06-10 11:40:00,24634.07,24649.8,24539.8,24571.17,63709
2025-06-10 11:45:00,24571.17,24593.69,24567.42,24586.18,103448
2025-06-10 11:50:00,24586.18,24587.0,24581.25,24582.89,69587
2025-06-10 11:55:00,24582.89,24586.89,24582.23,24585.56,101624
2025-06-10 12:00:00,24585.56,24593.38,24538.68,24554.29,67667
2025-06-10 12:05:00,24554.29,24604.19,24545.98,24587.55,56611
2025-06-10 12:10:00,24587.55,24625.48,24581.22,24612.83,85815
2025-06-10 12:15:00,24612.83,24618.51,24578.75,24590.11,62388
2025-06-10 12:20:00,24590.11,24597.48,24545.85,24560.59,74114
2025-06-10 12:25:00,24560.59,24573.56,24558.43,24569.24,95065
2025-06-10 12:30:00,24569.24,24578.4,24514.29,24532.59,92630
2025-06-10 12:35:00,24532.59,24598.32,24521.64,24576.38,96373
2025-06-10 12:40:00,24576.38,24591.31,24573.89,24586.33,82923
2025-06-10 12:45:00,24586.33,24591.43,24555.73,24565.92,86051
2025-06-10 12:50:00,24565.92,24567.03,24559.27,24561.49,90406
2025-06-10 12:55:00,24561.49,24598.18,24555.38,24585.94,79396
2025-06-10 13:00:00,24585.94,24596.38,24523.34,24544.18,73646
2025-06-10 13:05:00,24544.18,24552.13,24496.51,24512.39,74597
2025-06-10 13:10:00,24512.39,24518.94,24473.11,24486.19,98000
2025-06-10 13:15:00,24486.19,24488.12,24474.6,24478.46,80067
2025-06-10 13:20:00,24478.46,24483.13,24450.45,24459.78,93828
2025-06-10 13:25:00,24459.78,24472.92,24457.59,24468.54,101257
2025-06-10 13:30:00,24468.54,24492.49,24464.55,24484.51,68214
2025-06-10 13:35:00,24484.51,24485.37,24479.35,24481.07,85871
2025-06-10 13:40:00,24481.07,24481.74,24477.0,24478.36,92211
2025-06-10 13:45:00,24478.36,24482.53,24477.66,24481.14,75360
2025-06-10 13:50:00,24481.14,24502.77,24477.53,24495.55,58458
2025-06-10 13:55:00,24495.55,24501.99,24456.92,24469.79,58204
2025-06-10 14:00:00,24469.79,24472.77,24468.88,24470.96,86071
2025-06-10 14:05:00,24470.96,24475.15,24469.85,24472.94,84892
2025-06-10 14:10:00,24472.94,24476.1,24451.55,24457.86,68861
2025-06-10 14:15:00,24457.86,24601.81,24433.49,24552.89,82354
2025-06-10 14:20:00,24552.89,24555.8,24532.96,24538.78,89768
2025-06-10 14:25:00,24538.78,24541.67,24537.89,24539.89,68291
2025-06-10 14:30:00,24539.89,24580.24,24295.88,24376.04,88694
2025-06-10 14:35:00,24376.04,24459.35,24361.76,24430.73,87322
2025-06-10 14:40:00,24430.73,24456.35,24274.75,24325.78,67200
2025-06-10 14:45:00,24325.78,24339.41,24241.67,24268.85,76900
2025-06-10 14:50:00,24268.85,24349.86,24254.96,24322.0,70599
2025-06-10 14:55:00,24322.0,24339.25,24216.21,24250.6,66783
2025-06-10 15:00:00,24250.6,24368.94,24230.49,24328.6,99850
2025-06-10 15:05:00,24328.6,24402.57,24315.87,24377.07,150197
2025-06-10 15:10:00,24377.07,24378.15,24368.15,24370.31,115278
2025-06-10 15:15:00,24370.31,24397.49,24205.02,24259.14,91114
2025-06-10 15:20:00,24259.14,24283.46,24110.99,24159.43,90298
