timestamp,open,high,low,close,volume
2025-06-09 09:15:00,24598.0,24643.31,24590.86,24629.01,174520
2025-06-09 09:20:00,24629.01,24708.11,24616.25,24682.53,124386
2025-06-09 09:25:00,24682.53,24693.8,24617.39,24639.9,106809
2025-06-09 09:30:00,24639.9,24660.54,24637.28,24655.3,176651
2025-06-09 09:35:00,24655.3,24661.5,24623.06,24635.44,176291
2025-06-09 09:40:00,24635.44,24647.53,24567.88,24592.02,171481
2025-06-09 09:45:00,24592.02,24604.55,24521.81,24546.82,146463
2025-06-09 09:50:00,24546.82,24558.98,24478.82,24503.1,113573
2025-06-09 09:55:00,24503.1,24554.48,24495.35,24538.97,130585
2025-06-09 10:00:00,24538.97,24557.84,24430.76,24468.39,79448
2025-06-09 10:05:00,24468.39,24480.27,24402.05,24425.77,69965
2025-06-09 10:10:00,24425.77,24440.24,24424.17,24437.05,81514
2025-06-09 10:15:00,24437.05,24447.84,24377.22,24398.77,84156
2025-06-09 10:20:00,24398.77,24404.18,24371.22,24382.03,88035
2025-06-09 10:25:00,24382.03,24389.05,24381.67,24388.34,79845
2025-06-09 10:30:00,24388.34,24448.45,24379.14,24430.02,59349
2025-06-09 10:35:00,24430.02,24470.57,24424.07,24458.67,59520
2025-06-09 10:40:00,24458.67,24472.48,24380.73,24408.31,97085
2025-06-09 10:45:00,24408.31,24410.2,24401.81,24405.6,88437
2025-06-09 10:50:00,24405.6,24435.58,24230.88,24290.56,100045
2025-06-09 10:55:00,24290.56,24307.75,24192.37,24226.66,102664
2025-06-09 11:00:00,24226.66,24267.54,24219.85,24253.91,56931
2025-06-09 11:05:00,24253.91,24254.28,24251.69,24252.43,68470
2025-06-09 11:10:00,24252.43,24270.41,24249.43,24264.41,68259
2025-06-09 11:15:00,24264.41,24326.76,24254.03,24305.96,89564
2025-06-09 11:20:00,24305.96,24306.2,24304.52,24305.0,61774
2025-06-09 11:25:00,24305.0,24315.71,24240.8,24262.17,91834
2025-06-09 11:30:00,24262.17,24274.02,24260.2,24270.07,86839
2025-06-09 11:35:00,24270.07,24281.17,24203.5,24225.66,81518
2025-06-09 11:40:00,24225.66,24232.45,24224.53,24230.18,58586
2025-06-09 11:45:00,24230.18,24274.96,24222.73,24260.02,103281
2025-06-09 11:50:00,24260.02,24261.35,24259.8,24260.9,58042
2025-06-09 11:55:00,24260.9,24268.14,24259.7,24265.73,91979
2025-06-09 12:00:00,24265.73,24265.88,24265.7,24265.83,61511
2025-06-09 12:05:00,24265.83,24269.04,24246.62,24253.02,65583
2025-06-09 12:10:00,24253.02,24258.26,24221.58,24232.06,89788
2025-06-09 12:15:00,24232.06,24232.08,24231.92,24231.96,90800
2025-06-09 12:20:00,24231.96,24238.18,24194.71,24207.12,95523
2025-06-09 12:25:00,24207.12,24255.83,24199.01,24239.58,59397
2025-06-09 12:30:00,24239.58,24239.96,24237.28,24238.05,73998
2025-06-09 12:35:00,24238.05,24288.17,24229.7,24271.44,62806
2025-06-09 12:40:00,24271.44,24273.48,24259.21,24263.28,101312
2025-06-09 12:45:00,24263.28,24292.51,24258.41,24282.76,100508
2025-06-09 12:50:00,24282.76,24288.82,24246.45,24258.55,73875
2025-06-09 12:55:00,24258.55,24263.28,24230.15,24239.61,61464
2025-06-09 13:00:00,24239.61,24251.11,24237.69,24247.28,91293
2025-06-09 13:05:00,24247.28,24269.42,24243.58,24262.04,85534
2025-06-09 13:10:00,24262.04,24277.31,24170.45,24200.93,78998
2025-06-09 13:15:00,24200.93,24201.19,24200.88,24201.1,95521
2025-06-09 13:20:00,24201.1,24209.09,24199.77,24206.43,64735
2025-06-09 13:25:00,24206.43,24220.77,24204.04,24215.99,77080
2025-06-09 13:30:00,24215.99,24227.19,24148.83,24171.19,56370
2025-06-09 13:35:00,24171.19,24234.56,24160.63,24213.41,71556
2025-06-09 13:40:00,24213.41,24266.55,24204.56,24248.82,93268
2025-06-09 13:45:00,24248.82,24268.18,24245.59,24261.72,72307
2025-06-09 13:50:00,24261.72,24261.98,24260.15,24260.67,71439
2025-06-09 13:55:00,24260.67,24265.18,24233.67,24242.67,56732
